,Latitud,Longitud
767,10.97908,-74.79612
768,10.96221,-74.80741
769,10.96627,-74.79967
770,11.0034,-74.80855
771,10.9675,-74.80155
772,10.92355,-74.803
773,10.9764,-74.77743
774,11.00729,-74.81599
775,10.97634,-74.7769
776,11.01593,-74.81354
777,20.97403,-89.61046
778,10.96535,-74.84249
779,10.97956,-74.82255
780,3.43245,-76.48201
781,11.01343,-74.83163
782,10.97015,-74.82147
783,10.96446,-74.8385
784,10.96217,-74.78716
785,10.99377,-74.81376
786,39.52676,-0.48606
787,10.97484,-74.8118
788,10.98645,-74.83466
789,10.95502,-74.77906
790,10.99067,-74.78025
791,41.80405,0.87907
792,10.96877,-74.83211
793,10.96932,-74.78553
794,10.99861,-74.8117
795,10.93685,-74.82023
796,19.13525,-96.12177
797,10.9465,-74.78472
798,10.83383,-74.76283
799,10.9769,-74.80863
800,10.9764,-74.77743
801,10.9878,-74.78721
802,11.01562,-74.82059
803,-0.26726,-78.45789
804,6.29815,-75.55483
805,37.85488,-4.84591
806,10.97634,-74.7769
807,10.96167,-74.83163
808,10.98286,-74.83429
809,10.99475,-74.82681
810,10.97286,-74.83714
811,11.01523,-74.81792
812,10.99936,-74.82673
813,10.92907,-74.78645
814,10.96922,-74.83156
815,10.95876,-74.8007
816,10.9765,-74.77764
817,10.99201,-74.78937
818,7.90881,-72.48285
819,11.00875,-74.81398
820,10.9803,-74.81056
821,10.95904,-74.82157
822,10.83383,-74.76283
823,10.9977,-74.82041
824,11.01124,-74.81151
825,10.95461,-74.79741
826,10.97881,-74.84489
827,10.95569,-74.77919
828,10.96686,-74.80109
829,10.9977,-74.82041
830,19.13092,-96.12304
831,10.48105,-73.28748
832,10.9454,-74.79756
833,10.99535,-74.80925
834,10.95509,-74.82363
835,10.96169,-74.78209
836,10.94821,-74.8166
837,10.98479,-74.7926
838,10.97634,-74.7769
839,10.9476,-74.77325
840,11.00619,-74.79237
841,10.97848,-74.82583
842,10.97073,-74.81097
843,10.92649,-74.82113
844,11.00648,-74.78962
845,10.96178,-74.77497
846,10.93486,-74.78429
847,10.97634,-74.7769
848,10.97634,-74.7769
849,10.98121,-74.79263
850,10.93723,-74.78087
851,10.86327,-74.77594
852,11.00648,-74.78962
853,10.98385,-74.77758
854,10.95167,-74.77834
855,10.98196,-74.77101
856,11.02103,-74.81185
857,10.9518,-74.81081
858,11.00729,-74.81599
859,10.99002,-74.80421
860,10.95509,-74.76809
861,10.97154,-74.83706
862,10.96048,-74.82667
863,10.48105,-73.28748
864,10.94772,-74.81072
865,10.95028,-74.79392
866,10.9619,-74.78294
867,10.97528,-74.77852
868,10.95824,-74.82717
869,10.95162,-74.81071
870,10.9674,-74.82439
871,10.97705,-74.83237
872,11.00591,-74.78898
873,10.96221,-74.80741
874,10.97117,-74.79392
875,10.96221,-74.80741
876,10.98298,-74.83262
877,10.9999,-74.80133
878,10.97257,-74.7817
879,10.93676,-74.7799
880,11.02837,-74.80566
881,10.95306,-74.81955
882,6.34381,-75.55852
883,10.9764,-74.77743
884,10.98284,-74.76973
885,10.96225,-74.78388
886,11.0086,-74.81179
887,10.97634,-74.7769
888,11.00437,-74.83239
889,10.94829,-74.8144
890,10.95357,-74.80516
891,11.01602,-74.80699
892,20.98231,-89.61894
893,10.99183,-74.79598
894,10.97283,-74.80342
895,11.00579,-74.82925
896,10.94829,-74.8144
897,11.00875,-74.81398
