,fecha_accidente,a_o_accidente,mes_accidente,dia_accidente,hora_accidente,gravedad_accidente,clase_accidente,sitio_exacto_accidente,cant_heridos_en_sitio_accidente,cantidad_accidentes,cant_muertos_en_sitio_accidente,Unnamed: 0,Latitud,Longitud
1199,2023-05-24,2023,5,wed,1900-01-01 20:00:00,con heridos,atropello,calle 56 carrera 8e1,1,1,,1199,10.94829,-74.8144
1200,2023-05-24,2023,5,wed,1900-01-01 10:30:00,con heridos,choque,calle 52c carrera 10b,1,1,,1200,10.95357,-74.80516
1201,2023-05-24,2023,5,wed,1900-01-01 11:00:00,con heridos,choque,calle 81 cra 71,1,1,,1201,11.01602,-74.80699
1202,2023-05-24,2023,5,wed,1900-01-01 12:30:00,con heridos,choque,calle 58 #44 - 125,1,1,,1202,20.98231,-89.61894
1203,2023-06-24,2023,6,sat,1900-01-01 02:30:00,con heridos,choque,carrera 47 calle 61,3,1,,1203,10.99183,-74.79598
1204,2023-06-24,2023,6,sat,1900-01-01 06:00:00,solo daños,volcamiento,calle 61 carrera 25,0,1,,1204,10.97283,-74.80342
1205,2023-06-24,2023,6,sat,1900-01-01 09:00:00,con heridos,choque,carrera 46 con calle 96,1,1,,1205,11.00579,-74.82925
1206,2023-06-24,2023,6,sat,1900-01-01 22:30:00,con heridos,choque,calle 56 carrera 9b,1,1,,1206,10.94829,-74.8144
1207,2023-06-24,2023,6,sat,1900-01-01 22:40:00,con heridos,choque,calle 84 con carrera 56,2,1,,1207,11.00875,-74.81398
1208,2023-06-24,2023,6,sat,1900-01-01 12:20:00,con heridos,choque,calle 47 con carrera 14,1,1,,1208,10.95872,-74.80327
1209,2023-07-24,2023,7,mon,1900-01-01 01:40:00,con heridos,choque,calle 42 carrera 6b,1,1,,1209,10.94127,-74.79743
1210,2023-07-24,2023,7,mon,1900-01-01 15:00:00,con heridos,choque,calle 45 cra 14,2,1,,1210,10.95428,-74.79662
1211,2023-07-24,2023,7,mon,1900-01-01 18:20:00,con heridos,choque,malecom del rio calle 78,2,1,,1211,11.00386,-74.80681
1212,2023-07-24,2023,7,mon,1900-01-01 07:30:00,con heridos,choque,carrera 4 calle 45g,1,1,,1212,10.93832,-74.80147
1213,2023-07-24,2023,7,mon,1900-01-01 08:10:00,con heridos,choque,calle 38 carrera 20,1,1,,1213,10.97644,-74.77749
1214,2023-07-24,2023,7,mon,1900-01-01 23:00:00,con heridos,choque,calle 75 carrera 46,1,1,,1214,10.99611,-74.80886
1215,2023-08-24,2023,8,thu,1900-01-01 06:00:00,con heridos,choque,calle 80 con avenida via 40,1,1,,1215,11.02339,-74.80155
1216,2023-08-24,2023,8,thu,1900-01-01 11:20:00,con heridos,choque,diagonal 64b carrera 9d,3,1,,1216,10.95626,-74.81786
1217,2023-09-24,2023,9,sun,1900-01-01 01:05:00,con heridos,choque,carrera 38 con calle 50,1,1,,1217,10.97634,-74.7769
1218,2023-09-24,2023,9,sun,1900-01-01 21:50:00,con heridos,choque,carrera 1 calle 46,1,1,,1218,10.93034,-74.80255
1219,2023-10-24,2023,10,tue,1900-01-01 13:10:00,con heridos,choque,carrera 7b # 8-149,1,1,,1219,7.89595,-72.47828
1220,2023-10-24,2023,10,tue,1900-01-01 08:40:00,con heridos,choque,cra 38 calle 68,4,1,,1220,10.98335,-74.80343
1221,2023-10-24,2023,10,tue,1900-01-01 22:50:00,con heridos,choque,calle 96 carrera 15 sur,4,1,,1221,10.96221,-74.80741
1222,2023-10-24,2023,10,tue,1900-01-01 11:30:00,con heridos,choque,carrera 53 con calle 99,1,1,,1222,11.01447,-74.82735
1223,2023-11-24,2023,11,fri,1900-01-01 19:00:00,con heridos,choque,carrera 41 d calle 75c,1,1,,1223,10.97956,-74.77742
1224,2023-11-24,2023,11,fri,1900-01-01 09:09:00,con heridos,choque,calle 65 carrera 38b,1,1,,1224,10.98409,-74.80159
1225,2023-11-24,2023,11,fri,1900-01-01 09:40:00,con heridos,choque,cra 18 calle 53d,1,1,,1225,10.96339,-74.8026
1226,2023-11-24,2023,11,fri,1900-01-01 11:55:00,con heridos,choque,calle 75 carrera 49c,1,1,,1226,10.9997,-74.80677
1227,2023-11-24,2023,11,fri,1900-01-01 12:40:00,con heridos,choque,calle 68 carrera 31,1,1,,1227,10.97962,-74.80517
1228,2023-01-25,2023,1,wed,1900-01-01 16:20:00,con heridos,choque,calle 72 # 43-40,4,1,,1228,20.9721,-89.6297
1229,2023-01-25,2023,1,wed,1900-01-01 19:15:00,con heridos,choque,calle 45 carrera 17,1,1,,1229,10.9556,-74.79602
1230,2023-01-25,2023,1,wed,1900-01-01 07:20:00,con heridos,choque,carrera 13 con calle 71b,2,1,,1230,10.95386,-74.76737
1231,2023-01-25,2023,1,wed,1900-01-01 21:30:00,con heridos,atropello,calle 85 cra 52,1,1,,1231,11.00727,-74.81829
1232,2023-02-25,2023,2,sat,1900-01-01 17:10:00,con muertos,choque,carrera 9 g calle 133,0,1,1,1232,10.94938,-74.77577
1233,2023-03-25,2023,3,sat,1900-01-01 01:00:00,con heridos,choque,calle 91 carrera 5b,2,1,,1233,10.94321,-74.82455
1234,2023-03-25,2023,3,sat,1900-01-01 02:50:00,con heridos,choque,calle 45 carrera 2 f,2,1,,1234,10.93348,-74.79933
1235,2023-03-25,2023,3,sat,1900-01-01 05:15:00,con heridos,choque,calle 80b con carrera 41d,2,1,,1235,10.9881,-74.8222
1236,2023-03-25,2023,3,sat,1900-01-01 07:00:00,con heridos,choque,calle 59 con carrera 25,3,1,,1236,10.97687,-74.84657
1237,2023-03-25,2023,3,sat,1900-01-01 08:10:00,con heridos,choque,avenida cordialidad con carrera 23,2,1,,1237,10.96093,-74.7715
1238,2023-03-25,2023,3,sat,1900-01-01 09:15:00,con heridos,atropello,carrea 46 con calle 43,1,1,,1238,10.93347,-74.78721
1239,2023-03-25,2023,3,sat,1900-01-01 10:22:00,con heridos,choque,transversal 1d #54f-110,1,1,,1239,4.75502,-75.89959
1240,2023-03-25,2023,3,sat,1900-01-01 22:40:00,con heridos,choque,carrera 15 sur calle 46,1,1,,1240,10.96221,-74.80741
1241,2023-04-25,2023,4,tue,1900-01-01 13:30:00,con heridos,choque,av. circunvalar cra 27,2,1,,1241,10.96771,-74.78589
1242,2023-04-25,2023,4,tue,1900-01-01 05:50:00,con heridos,choque,carrera 15 sur con calle 97,1,1,,1242,10.96221,-74.80741
1243,2023-04-25,2023,4,tue,1900-01-01 09:50:00,con heridos,choque,cra 75a calle 91,1,1,,1243,11.02331,-74.81224
1244,2023-04-25,2023,4,tue,1900-01-01 22:30:00,con heridos,choque,carrera 39 con calle 70,1,1,,1244,10.98611,-74.80729
1245,2023-04-25,2023,4,tue,1900-01-01 11:40:00,con heridos,choque,carrera 43 calle 80,1,1,,1245,10.99647,-74.81582
1246,2023-04-25,2023,4,tue,1900-01-01 12:20:00,con heridos,choque,carrera 36 calle 34,1,1,,1246,10.97589,-74.77987
1247,2023-05-25,2023,5,thu,1900-01-01 17:30:00,con heridos,choque,calle 45b cra 21b,2,1,,1247,10.96875,-74.80996
1248,2023-05-25,2023,5,thu,1900-01-01 08:00:00,con heridos,choque,via 40 con calle 58,1,1,,1248,11.00449,-74.78754
1249,2023-05-25,2023,5,thu,1900-01-01 08:35:00,con heridos,choque,av. via 40 # 51-128,1,1,,1249,-19.84099,-43.91038
1250,2023-05-25,2023,5,thu,1900-01-01 10:30:00,con heridos,choque,carrera 43 calle 43,1,1,,1250,10.98249,-74.78421
1251,2023-05-25,2023,5,thu,1900-01-01 10:40:00,con heridos,choque,carrera 51b #98 - 150,1,1,,1251,11.01461,-74.83647
1252,2023-06-25,2023,6,sun,1900-01-01 13:30:00,con heridos,choque,calle 53d carrera 20b,1,1,,1252,10.96686,-74.80109
1253,2023-06-25,2023,6,sun,1900-01-01 04:30:00,con heridos,choque,carrera 46 calle 76,3,1,,1253,10.9968,-74.81005
1254,2023-06-25,2023,6,sun,1900-01-01 04:50:00,con heridos,volcamiento,calle 45 carrera 24,3,1,,1254,10.96646,-74.79099
1255,2023-06-25,2023,6,sun,1900-01-01 09:45:00,con heridos,choque,calle 61 carrera 24,1,1,,1255,10.97138,-74.80351
1256,2023-07-25,2023,7,tue,1900-01-01 16:30:00,con heridos,choque,avenida cordialidad kilometro 150+300,3,1,,1256,10.94733,-74.82939
1257,2023-07-25,2023,7,tue,1900-01-01 17:20:00,con heridos,choque,calle 94 carrera 65,1,1,,1257,11.0187,-74.81792
1258,2023-07-25,2023,7,tue,1900-01-01 17:35:00,con heridos,choque,calle 82  carrera 59b,2,1,,1258,11.01103,-74.81094
1259,2023-07-25,2023,7,tue,1900-01-01 06:20:00,con heridos,choque,calle 17 carrera 15,1,1,,1259,10.95393,-74.774
1260,2023-07-25,2023,7,tue,1900-01-01 09:00:00,con heridos,atropello,carrera 44 calle 48,1,1,,1260,10.98515,-74.788
1261,2023-08-25,2023,8,fri,1900-01-01 13:00:00,con heridos,choque,calle 30 cra 23,2,1,,1261,10.96225,-74.78388
1262,2023-08-25,2023,8,fri,1900-01-01 19:00:00,con heridos,atropello,calle 30 con carrera 9,1,1,,1262,10.97636,-74.77736
1263,2023-09-25,2023,9,mon,1900-01-01 17:20:00,con heridos,choque,carrera 23 calle 29,1,1,,1263,10.96184,-74.78276
1264,2023-09-25,2023,9,mon,1900-01-01 18:15:00,con heridos,atropello,calle 30 carrera 20,1,1,,1264,10.97644,-74.77749
1265,2023-09-25,2023,9,mon,1900-01-01 06:30:00,con heridos,choque,av circunvalar calle 51b,1,1,,1265,10.93231,-74.782
1266,2023-09-25,2023,9,mon,1900-01-01 18:40:00,con heridos,choque,carrera 44 con calle 50,1,1,,1266,10.98533,-74.78883
1267,2023-09-25,2023,9,mon,1900-01-01 07:00:00,con heridos,choque,calle 45 con carrera 4,1,1,,1267,10.92906,-74.78652
1268,2023-09-25,2023,9,mon,1900-01-01 07:00:00,con heridos,choque,calle 56 carrera 30,1,1,,1268,10.92495,-74.79383
1269,2023-09-25,2023,9,mon,1900-01-01 21:00:00,con heridos,choque,carrera 14 calle 45g,2,1,,1269,10.957,-74.80178
1270,2023-09-25,2023,9,mon,1900-01-01 11:30:00,con heridos,atropello,calle 110 carrera 31,1,1,,1270,10.97831,-74.83616
1271,2023-10-25,2023,10,wed,1900-01-01 07:20:00,con heridos,choque,carrera 43 #70-14,1,1,,1271,19.13525,-96.12177
1272,2023-10-25,2023,10,wed,1900-01-01 07:20:00,con heridos,choque,carrera 51b # 80,1,1,,1272,11.01461,-74.83647
1273,2023-10-25,2023,10,wed,1900-01-01 07:30:00,con heridos,choque,calle 45 # 9 sur - 55,2,1,,1273,19.13155,-96.12153
1274,2023-10-25,2023,10,wed,1900-01-01 20:50:00,con heridos,atropello,calle 30 carrera 36,1,1,,1274,10.97501,-74.7779
1275,2023-10-25,2023,10,wed,1900-01-01 21:10:00,con heridos,choque,carrera 2f calle 50a,1,1,,1275,10.93594,-74.80716
1276,2023-10-25,2023,10,wed,1900-01-01 11:20:00,con heridos,choque,cra 19 con calle 41,1,1,,1276,10.97956,-74.77742
1277,2023-11-25,2023,11,sat,1900-01-01 18:50:00,con heridos,choque,carrera 8 calle 34a,2,1,,1277,10.94644,-74.78924
1278,2023-11-25,2023,11,sat,1900-01-01 21:50:00,con heridos,atropello,carrera 12 sur calle 47,1,1,,1278,10.95196,-74.77084
1279,2023-01-26,2023,1,thu,1900-01-01 20:00:00,con heridos,choque,calle 51 carrera 37,1,1,,1279,10.97984,-74.79145
1280,2023-01-26,2023,1,thu,1900-01-01 08:05:00,con heridos,choque,calle 94 con carrera 15 sur,1,1,,1280,10.96221,-74.80741
1281,2023-02-26,2023,2,sun,1900-01-01 06:40:00,con heridos,choque,calle 31 con carrera 13 c,1,1,,1281,10.95002,-74.78681
1282,2023-02-26,2023,2,sun,1900-01-01 08:00:00,con heridos,choque,carrera 59b con calle 82,1,1,,1282,11.01103,-74.81094
1283,2023-02-26,2023,2,sun,1900-01-01 12:15:00,con heridos,choque,calle 85 con carrera 59b,1,1,,1283,11.01223,-74.81359
1284,2023-03-26,2023,3,sun,1900-01-01 01:20:00,con muertos,atropello,avenida circunvalar con carrera 20,0,1,1,1284,10.95786,-74.7737
1285,2023-03-26,2023,3,sun,1900-01-01 17:30:00,con heridos,choque,avenida circunvalar con calle 51b,1,1,,1285,10.93231,-74.782
1286,2023-03-26,2023,3,sun,1900-01-01 07:35:00,con heridos,choque,calle 87 con carrera 9g,2,1,,1286,10.95827,-74.825
1287,2023-03-26,2023,3,sun,1900-01-01 11:10:00,con heridos,atropello,carrera 20 con calle 112,2,1,,1287,10.96591,-74.80209
1288,2023-04-26,2023,4,wed,1900-01-01 01:10:00,con heridos,choque,calle 90 carrera 6 sur,2,1,,1288,10.94541,-74.82411
1289,2023-04-26,2023,4,wed,1900-01-01 16:20:00,con heridos,choque,carrera 23 calle 63,2,1,,1289,10.96997,-74.80427
1290,2023-04-26,2023,4,wed,1900-01-01 20:15:00,con heridos,choque,carrera 41 calle 63b,1,1,,1290,10.97956,-74.77742
1291,2023-04-26,2023,4,wed,1900-01-01 20:50:00,con heridos,choque,carrera 38 calle 81,1,1,,1291,10.98555,-74.82206
1292,2023-04-26,2023,4,wed,1900-01-01 21:30:00,con heridos,choque,carrera 25 calle 36,1,1,,1292,10.9841,-74.82373
1293,2023-04-26,2023,4,wed,1900-01-01 23:40:00,con heridos,choque,calle 110 carrera 48,1,1,,1293,10.9878,-74.78721
1294,2023-05-26,2023,5,fri,1900-01-01 16:45:00,con heridos,choque,cra 46 # 104 - 02,2,1,,1294,3.40312,-76.51162
1295,2023-05-26,2023,5,fri,1900-01-01 21:20:00,con heridos,choque,calle 54 carrera 33,2,1,,1295,10.97813,-74.79677
1296,2023-05-26,2023,5,fri,1900-01-01 21:30:00,con heridos,atropello,calle 56 # 9l - 145,1,1,,1296,32.61292,-115.45929
1297,2023-05-26,2023,5,fri,1900-01-01 00:20:00,con heridos,choque,calle 82 carrera 59b,4,1,,1297,11.01103,-74.81094
1298,2023-06-26,2023,6,mon,1900-01-01 05:50:00,con heridos,choque,calle 24 cra 15,4,1,,1298,10.95298,-74.77861
1299,2023-07-26,2023,7,wed,1900-01-01 14:10:00,con heridos,choque,carrera 18 con calle 46,1,1,,1299,10.96609,-74.80816
1300,2023-07-26,2023,7,wed,1900-01-01 16:30:00,con heridos,choque,carrera 15 calle 24,1,1,,1300,10.95298,-74.77861
1301,2023-07-26,2023,7,wed,1900-01-01 18:50:00,con heridos,atropello,calle 45 con carrera 32,1,1,,1301,10.92906,-74.78652
1302,2023-07-26,2023,7,wed,1900-01-01 09:05:00,con heridos,choque,calle 70c con carrera 13,1,1,,1302,10.9632,-74.81435
1303,2023-07-26,2023,7,wed,1900-01-01 22:00:00,con heridos,choque,calle 110 carrera 65a,2,1,,1303,10.97286,-74.83714
1304,2023-07-26,2023,7,wed,1900-01-01 10:55:00,con heridos,caida ocupante,calle 19 carrera 4,1,1,,1304,10.94082,-74.77816
1305,2023-07-26,2023,7,wed,1900-01-01 23:45:00,con heridos,caida ocupante,carrera 43 calle 112,1,1,,1305,10.97181,-74.83815
1306,2023-08-26,2023,8,sat,1900-01-01 15:00:00,con heridos,choque,carrera 3b calle 135,2,1,,1306,10.93676,-74.80054
1307,2023-08-26,2023,8,sat,1900-01-01 15:15:00,con heridos,choque,carrera 39 # 69c - 46,2,1,,1307,19.12924,-96.12167
1308,2023-08-26,2023,8,sat,1900-01-01 07:00:00,con heridos,choque,calle 90 cra 6,1,1,,1308,10.94541,-74.82411
1309,2023-08-26,2023,8,sat,1900-01-01 07:30:00,con heridos,choque,carrera 59b calle 77,2,1,,1309,10.95751,-74.82225
1310,2023-08-26,2023,8,sat,1900-01-01 19:45:00,con heridos,choque,av. circunvalar cra 3 sur,1,1,,1310,10.93651,-74.80249
1311,2023-08-26,2023,8,sat,1900-01-01 08:00:00,con heridos,volcamiento,calle 44 carrera 17,1,1,,1311,10.95529,-74.79533
1312,2023-08-26,2023,8,sat,1900-01-01 20:30:00,con heridos,choque,calle 76 carrera 51b,1,1,,1312,11.00171,-74.80717
1313,2023-08-26,2023,8,sat,1900-01-01 10:50:00,con heridos,choque,carrera 34b con calle 68,2,1,,1313,10.98258,-74.80341
1314,2023-08-26,2023,8,sat,1900-01-01 12:30:00,con heridos,choque,av. murillo con cra 14,2,1,,1314,10.97085,-74.83623
1315,2023-09-26,2023,9,tue,1900-01-01 09:00:00,con heridos,choque,carrera 59 con calle 81,1,1,,1315,11.0096,-74.80893
1316,2023-09-26,2023,9,tue,1900-01-01 12:00:00,con heridos,choque,carrera 19 calle 40,1,1,,1316,10.95732,-74.79215
1317,2023-09-26,2023,9,tue,1900-01-01 12:45:00,con heridos,choque,diagonal 138 con cra 9d,1,1,,1317,10.95789,-74.82395
1318,2023-10-26,2023,10,thu,1900-01-01 14:30:00,con heridos,choque,carrera 43 #80-131,1,1,,1318,19.13525,-96.12177
1319,2023-10-26,2023,10,thu,1900-01-01 17:15:00,con heridos,choque,calle 110 con cra 10,1,1,,1319,10.96535,-74.84249
1320,2023-10-26,2023,10,thu,1900-01-01 12:27:00,con heridos,choque,calle 74 carrera 60,2,1,,1320,11.00356,-74.79777
1321,2023-10-26,2023,10,thu,1900-01-01 12:32:00,con heridos,choque,carrera 43 entre calle 80 y 82,1,1,,1321,10.99647,-74.81582
1322,2023-11-26,2023,11,sun,1900-01-01 02:50:00,con muertos,choque,via 40 # 54-299,0,1,1,1322,-19.84099,-43.91038
1323,2023-11-26,2023,11,sun,1900-01-01 04:30:00,con heridos,choque,calle 91 carrera 5c,3,1,,1323,10.94376,-74.82458
1324,2023-01-27,2023,1,fri,1900-01-01 19:25:00,con heridos,choque,carrera 46 # 82-106,1,1,,1324,3.40312,-76.51162
1325,2023-01-27,2023,1,fri,1900-01-01 11:30:00,con heridos,choque,calle 45d carrera 7,2,1,,1325,10.94123,-74.80081
1326,2023-02-27,2023,2,mon,1900-01-01 13:00:00,con heridos,choque,av. circunvalar cra 6f,6,1,,1326,10.94691,-74.83343
1327,2023-02-27,2023,2,mon,1900-01-01 13:20:00,con heridos,choque,av. cordialidad con cra 16,1,1,,1327,10.96856,-74.84244
1328,2023-02-27,2023,2,mon,1900-01-01 14:30:00,con heridos,choque,calle 45b # 22-116,1,1,,1328,6.34597,-75.55141
1329,2023-02-27,2023,2,mon,1900-01-01 17:20:00,con heridos,choque,calle 110 con carrera 6,1,1,,1329,10.94429,-74.80727
1330,2023-02-27,2023,2,mon,1900-01-01 17:45:00,con heridos,choque,calle 39 carrera 27,1,1,,1330,10.96803,-74.78622
1331,2023-02-27,2023,2,mon,1900-01-01 07:00:00,con heridos,choque,calle 82 con carrera 59,2,1,,1331,11.01024,-74.8112
1332,2023-02-27,2023,2,mon,1900-01-01 08:20:00,con heridos,choque,carrera 38 con calle 65,2,1,,1332,10.97634,-74.7769
1333,2023-02-27,2023,2,mon,1900-01-01 08:50:00,con heridos,choque,calle 17 carrera 26,1,1,,1333,10.96354,-74.77514
1334,2023-02-27,2023,2,mon,1900-01-01 21:40:00,con heridos,choque,carrera 8 con calle 33,2,1,,1334,10.94669,-74.78734
1335,2023-03-27,2023,3,mon,1900-01-01 08:45:00,con heridos,atropello,calle 42 #35-30,1,1,,1335,18.92563,-99.18881
1336,2023-04-27,2023,4,thu,1900-01-01 07:07:00,con heridos,choque,carrera 22 # 31-31,3,1,,1336,28.99902,-110.94469
1337,2023-04-27,2023,4,thu,1900-01-01 07:50:00,con heridos,choque,calle 30 carrera 8,1,1,,1337,10.9465,-74.78472
1338,2023-04-27,2023,4,thu,1900-01-01 09:00:00,con heridos,choque,carrera 47 con calle 61,1,1,,1338,10.99183,-74.79598
1339,2023-05-27,2023,5,sat,1900-01-01 19:00:00,con heridos,choque,calle 30 carrera 13c,1,1,,1339,10.97636,-74.77736
1340,2023-05-27,2023,5,sat,1900-01-01 20:50:00,con heridos,choque,carrera 47 con calle 75,1,1,,1340,10.99684,-74.8085
1341,2023-05-27,2023,5,sat,1900-01-01 09:40:00,con heridos,choque,carrera 52 con calle 80,1,1,,1341,11.01343,-74.83163
1342,2023-05-27,2023,5,sat,1900-01-01 23:55:00,con heridos,choque,cra 38 con calle 116,3,1,,1342,10.97634,-74.7769
1343,2023-06-27,2023,6,tue,1900-01-01 17:20:00,con heridos,choque,calle 91 carrera 65,2,1,,1343,11.01821,-74.81561
1344,2023-06-27,2023,6,tue,1900-01-01 06:30:00,con heridos,choque,carrera 42h con calle 84,1,1,,1344,10.9977,-74.82041
1345,2023-06-27,2023,6,tue,1900-01-01 07:00:00,con heridos,choque,calle 110 entre carrera 51b y 52,3,1,,1345,11.0174,-74.83764
1346,2023-06-27,2023,6,tue,1900-01-01 07:30:00,con heridos,choque,calle 110 entre carrera 51b y 52,1,1,,1346,11.0174,-74.83764
1347,2023-06-27,2023,6,tue,1900-01-01 19:30:00,con heridos,choque,calle 68 carrera 25b,1,1,,1347,10.97431,-74.80805
1348,2023-06-27,2023,6,tue,1900-01-01 19:40:00,con heridos,choque,carrera 9 # 11-32,1,1,,1348,29.11828,-110.95392
1349,2023-07-27,2023,7,thu,1900-01-01 18:10:00,con heridos,atropello,carrera 38 # 38-24,1,1,,1349,3.41854,-76.50656
1350,2023-07-27,2023,7,thu,1900-01-01 06:40:00,con heridos,atropello,calle 110 cra 43,1,1,,1350,10.99217,-74.80805
1351,2023-07-27,2023,7,thu,1900-01-01 18:50:00,con heridos,choque,carrera 30 con calle 10,1,1,,1351,10.96535,-74.84249
1352,2023-07-27,2023,7,thu,1900-01-01 10:20:00,con heridos,choque,calle 110 con carrera 46,1,1,,1352,10.93415,-74.78711
1353,2023-07-27,2023,7,thu,1900-01-01 10:30:00,con heridos,choque,carrera 39 con calle 37,2,1,,1353,10.97878,-74.78084
1354,2023-07-27,2023,7,thu,1900-01-01 12:40:00,con heridos,atropello,carrera 30 calle 37,2,1,,1354,10.97016,-74.78372
1355,2023-08-27,2023,8,sun,1900-01-01 15:30:00,con heridos,choque,calle 80 carrera 51b,1,1,,1355,11.00389,-74.81273
1356,2023-08-27,2023,8,sun,1900-01-01 06:00:00,con heridos,choque,calle 45 carrera 46,2,1,,1356,10.92894,-74.78694
1357,2023-08-27,2023,8,sun,1900-01-01 07:00:00,con heridos,atropello,calle 56 con carrera 9d,2,1,,1357,10.95358,-74.80871
1358,2023-08-27,2023,8,sun,1900-01-01 19:50:00,con heridos,choque,calle 51 con carrera 24,1,1,,1358,10.96873,-74.79563
1359,2023-08-27,2023,8,sun,1900-01-01 11:15:00,con heridos,choque,carrera 15 con calle 26,1,1,,1359,10.96221,-74.80741
1360,2023-09-27,2023,9,wed,1900-01-01 14:40:00,con heridos,choque,carrera 17 con calle 40,1,1,,1360,10.96521,-74.80852
1361,2023-09-27,2023,9,wed,1900-01-01 15:50:00,con heridos,choque,calle 69 #41-63,1,1,,1361,3.46154,-76.4849
1362,2023-09-27,2023,9,wed,1900-01-01 06:50:00,con heridos,choque,carrera 15 sur calle 79a,1,1,,1362,10.96221,-74.80741
1363,2023-09-27,2023,9,wed,1900-01-01 07:10:00,con heridos,choque,calle 41 carrera 19,1,1,,1363,10.95778,-74.79328
1364,2023-09-27,2023,9,wed,1900-01-01 07:30:00,con heridos,choque,calle 110 entrada tecnoglas porton 3,2,1,,1364,10.97286,-74.83714
1365,2023-09-27,2023,9,wed,1900-01-01 11:40:00,con heridos,choque,calle 110 carrera 46,1,1,,1365,11.00057,-74.81636
1366,2023-09-27,2023,9,wed,1900-01-01 11:45:00,con heridos,choque,carrera 50 con calle 64,1,1,,1366,10.99401,-74.7977
1367,2023-09-27,2023,9,wed,1900-01-01 12:05:00,con heridos,choque,calle 30 con carrera 40,1,1,,1367,11.0043,-74.78711
1368,2023-10-27,2023,10,fri,1900-01-01 15:29:00,con heridos,atropello,carrera 44 calle 57,1,1,,1368,10.98693,-74.79441
1369,2023-10-27,2023,10,fri,1900-01-01 20:45:00,con heridos,choque,carrera 54 calle 70,1,1,,1369,10.99809,-74.79983
1370,2023-10-27,2023,10,fri,1900-01-01 09:30:00,con heridos,choque,carrera 38 calle 47,1,1,,1370,10.98011,-74.78815
1371,2023-11-27,2023,11,mon,1900-01-01 16:40:00,con heridos,choque,carrera 50 calle 46,1,1,,1371,10.98989,-74.78448
1372,2023-11-27,2023,11,mon,1900-01-01 07:40:00,con heridos,choque,avenida circunvalar carrera 43,1,1,,1372,10.93231,-74.782
1373,2023-11-27,2023,11,mon,1900-01-01 09:00:00,con heridos,caida ocupante,carrera 44 calle entre 35y 34,1,1,,1373,10.98286,-74.77757
1374,2023-01-28,2023,1,sat,1900-01-01 13:20:00,con heridos,choque,carrera 59 calle 86,1,1,,1374,11.01283,-74.81621
1375,2023-01-28,2023,1,sat,1900-01-01 17:20:00,con heridos,choque,carrera 43 calle 117,3,1,,1375,10.97588,-74.84192
1376,2023-01-28,2023,1,sat,1900-01-01 23:20:00,con heridos,choque,calle 68 carrera 31,1,1,,1376,10.97962,-74.80517
1377,2023-01-28,2023,1,sat,1900-01-01 00:30:00,con heridos,choque,calle 111 con carrera 34,2,1,,1377,10.97902,-74.79671
1378,2023-02-28,2023,2,tue,1900-01-01 16:50:00,con heridos,choque,calle 17 carrera 8,2,1,,1378,10.9476,-74.77325
1379,2023-02-28,2023,2,tue,1900-01-01 07:20:00,con heridos,choque,carrera 8 con calle 35,2,1,,1379,10.94624,-74.79005
1380,2023-02-28,2023,2,tue,1900-01-01 21:50:00,con heridos,choque,calle 56 con cra 13b,1,1,,1380,10.95806,-74.80412
1381,2023-02-28,2023,2,tue,1900-01-01 10:10:00,con heridos,choque,avenida 40 calle 78,1,1,,1381,11.00648,-74.78962
1382,2023-03-28,2023,3,tue,1900-01-01 16:00:00,con heridos,otro,calle 85 # 82-167,2,1,,1382,3.42051,-76.48242
1383,2023-04-28,2023,4,fri,1900-01-01 07:50:00,con heridos,caida ocupante,av. circunvalar con carrera 9g,1,1,,1383,10.93228,-74.78201
1384,2023-04-28,2023,4,fri,1900-01-01 22:10:00,con heridos,choque,carrera 6 calle 110,1,1,,1384,10.94662,-74.8102
1385,2023-05-28,2023,5,sun,1900-01-01 13:30:00,con heridos,choque,carrera 21 calle 38,2,1,,1385,10.96002,-74.78894
1386,2023-05-28,2023,5,sun,1900-01-01 14:00:00,con heridos,atropello,avenida cordialidad carrera 14,1,1,,1386,10.97085,-74.83623
1387,2023-05-28,2023,5,sun,1900-01-01 07:00:00,con heridos,choque,calle 71 carrera 34,3,1,,1387,10.98245,-74.81084
1388,2023-05-28,2023,5,sun,1900-01-01 22:00:00,con heridos,atropello,calle 19 carrera 6c,2,1,,1388,10.94447,-74.77219
1389,2023-05-28,2023,5,sun,1900-01-01 22:00:00,con heridos,choque,calle 30 con cra 15,1,1,,1389,10.97702,-74.83235
1390,2023-05-28,2023,5,sun,1900-01-01 22:40:00,con heridos,choque,calle 90 carrera 6,2,1,,1390,10.94541,-74.82411
1391,2023-05-28,2023,5,sun,1900-01-01 11:20:00,con heridos,choque,carrera 38 calle 36,1,1,,1391,10.97763,-74.78064
1392,2023-05-28,2023,5,sun,1900-01-01 11:45:00,con heridos,choque,calle 72 con carrera 56,1,1,,1392,11.00008,-74.80003
1393,2023-06-28,2023,6,wed,1900-01-01 19:00:00,con heridos,choque,calle 76 con carrera 46,1,1,,1393,10.9968,-74.81005
1394,2023-06-28,2023,6,wed,1900-01-01 09:10:00,con heridos,choque,carrera 45 calle 41,1,1,,1394,10.98549,-74.78195
1395,2023-06-28,2023,6,wed,1900-01-01 12:20:00,con heridos,choque,calle 99 con carrera 65,1,1,,1395,11.02028,-74.8229
