,fecha_accidente,a_o_accidente,mes_accidente,dia_accidente,hora_accidente,gravedad_accidente,clase_accidente,sitio_exacto_accidente,cant_heridos_en_sitio_accidente,cantidad_accidentes,cant_muertos_en_sitio_accidente,Unnamed: 0,Latitud,Longitud
393,2023-08-02,2023,2,wed,1900-01-01 16:50:00,con heridos,choque,cra 53 # 106,4,1,,393,4.64851,-74.0877
394,2023-08-02,2023,2,wed,1900-01-01 18:50:00,con heridos,choque,calle 91 carrera 59,1,1,,394,11.01489,-74.81856
395,2023-08-02,2023,2,wed,1900-01-01 07:10:00,con heridos,atropello,avenida circunvalar con puerta  dorada calle 100 carrera 18 sur,1,1,,395,10.93203,-74.78043
396,2023-08-02,2023,2,wed,1900-01-01 07:40:00,con heridos,volcamiento,calle 39 carrera 26,1,1,,396,10.96766,-74.78654
397,2023-08-02,2023,2,wed,1900-01-01 11:50:00,con muertos,choque,carrera 38 con calle 134,1,1,1,397,10.97634,-74.7769
398,2023-08-03,2023,3,wed,1900-01-01 05:45:00,con heridos,choque,calle 6 (corredor portuario) con carrera 30,1,1,,398,10.97636,-74.77736
399,2023-08-03,2023,3,wed,1900-01-01 17:50:00,con heridos,choque,carrera 44 calle 72,1,1,,399,10.99255,-74.80656
400,2023-08-03,2023,3,wed,1900-01-01 06:50:00,con heridos,choque,calle 38 carrera 24,1,1,,400,10.96473,-74.78686
401,2023-08-03,2023,3,wed,1900-01-01 07:00:00,con heridos,choque,calle 110 carrera 38a,1,1,,401,10.9877,-74.81692
402,2023-08-03,2023,3,wed,1900-01-01 20:25:00,con heridos,choque,calle 30 carrera 24,1,1,,402,10.96335,-74.78345
403,2023-08-03,2023,3,wed,1900-01-01 12:00:00,con heridos,choque,carrera 26b con calle 72b,1,1,,403,10.97607,-74.81178
404,2023-08-04,2023,4,sat,1900-01-01 17:30:00,con heridos,choque,calle 80 con carrera 44,1,1,,404,10.99772,-74.81513
405,2023-08-04,2023,4,sat,1900-01-01 08:45:00,con heridos,choque,calle 94 con carrera 64,1,1,,405,11.01733,-74.8191
406,2023-08-04,2023,4,sat,1900-01-01 00:30:00,con heridos,choque,calle 85 carrera 47,3,1,,406,11.00304,-74.82077
407,2023-08-05,2023,5,mon,1900-01-01 16:50:00,con heridos,choque,avenida via 40 carrera 53b,3,1,,407,11.00591,-74.78898
408,2023-08-05,2023,5,mon,1900-01-01 18:15:00,con heridos,choque,calle 69 carrera 49,2,1,,408,10.99487,-74.80132
409,2023-08-05,2023,5,mon,1900-01-01 09:10:00,con heridos,choque,calle 86 #50-66,1,1,,409,-36.58836,-56.68731
410,2023-08-05,2023,5,mon,1900-01-01 21:40:00,con heridos,choque,av. circunvalar cra 6,1,1,,410,10.94662,-74.8102
411,2023-08-05,2023,5,mon,1900-01-01 10:40:00,con heridos,choque,calle 83 carrera 23,1,1,,411,10.97495,-74.82449
412,2023-08-06,2023,6,thu,1900-01-01 07:40:00,con heridos,choque,av. circunvalar con carrera 9g,1,1,,412,10.93228,-74.78201
413,2023-08-06,2023,6,thu,1900-01-01 09:25:00,con heridos,choque,via 40 con calle 70c,1,1,,413,11.00591,-74.78898
414,2023-08-06,2023,6,thu,1900-01-01 23:24:00,con heridos,choque,calle 76 carrera 46,2,1,,414,10.9968,-74.81005
415,2023-08-06,2023,6,thu,1900-01-01 12:20:00,con heridos,choque,carrera 1e con calle 92,2,1,,415,10.93516,-74.82619
416,2023-08-07,2023,7,sat,1900-01-01 16:00:00,con heridos,atropello,calle 45 carrera 11 sur,1,1,,416,10.92906,-74.78652
417,2023-08-07,2023,7,sat,1900-01-01 08:25:00,con heridos,choque,calle 30 # 30 -75,1,1,,417,39.52676,-0.48606
418,2023-08-08,2023,8,tue,1900-01-01 03:00:00,con muertos,volcamiento,carrera 27 con calle 83c,0,1,1,418,10.97793,-74.82697
419,2023-08-08,2023,8,tue,1900-01-01 15:15:00,con heridos,choque,calle 54 carrera 62,1,1,,419,10.99657,-74.78934
420,2023-08-08,2023,8,tue,1900-01-01 06:00:00,con heridos,choque,carrera 8g con calle 94,1,1,,420,10.95446,-74.81787
421,2023-08-08,2023,8,tue,1900-01-01 19:25:00,con heridos,choque,calle 45e carrera 19,1,1,,421,10.95981,-74.79679
422,2023-08-08,2023,8,tue,1900-01-01 07:40:00,con heridos,choque,calle 19 # 4 - 80,6,1,,422,36.4777,-5.00585
423,2023-08-08,2023,8,tue,1900-01-01 20:00:00,con heridos,choque,calle 91 con cra 59b,1,1,,423,11.01523,-74.81792
424,2023-08-08,2023,8,tue,1900-01-01 08:40:00,con heridos,choque,via 40 con calle 52 - 332,1,1,,424,11.00591,-74.78898
425,2023-08-09,2023,9,fri,1900-01-01 15:40:00,con heridos,choque,cra 34 calle 72,2,1,,425,10.98223,-74.81228
426,2023-08-09,2023,9,fri,1900-01-01 05:30:00,con heridos,choque,avenida circunvalar calle 93,1,1,,426,10.93235,-74.78198
427,2023-08-09,2023,9,fri,1900-01-01 17:30:00,con heridos,choque,calle 98 carrera 65,1,1,,427,11.01997,-74.8215
428,2023-08-09,2023,9,fri,1900-01-01 17:53:00,con heridos,choque,calle 75 con cra 49c,1,1,,428,10.9997,-74.80677
429,2023-08-09,2023,9,fri,1900-01-01 07:15:00,con heridos,choque,calle 110 cra 6,1,1,,429,10.94429,-74.80727
430,2023-08-09,2023,9,fri,1900-01-01 10:45:00,con heridos,choque,carrera 59 calle 96,2,1,,430,11.01686,-74.82185
431,2023-08-09,2023,9,fri,1900-01-01 11:30:00,con heridos,choque,calle 45 carrera 44,1,1,,431,10.98455,-74.78563
432,2023-08-09,2023,9,fri,1900-01-01 23:40:00,con heridos,choque,calle 80b carrera 42b,2,1,,432,10.99128,-74.82262
433,2023-08-10,2023,10,sun,1900-01-01 01:30:00,con heridos,choque,calle 85 carrera 43b,1,1,,433,11.00002,-74.82192
434,2023-08-10,2023,10,sun,1900-01-01 20:50:00,con heridos,choque,carrera 2 con calle 88,2,1,,434,10.93631,-74.82254
435,2023-08-11,2023,11,wed,1900-01-01 06:25:00,con heridos,choque,calle 45 con carrera 38,2,1,,435,10.97634,-74.7769
436,2023-08-11,2023,11,wed,1900-01-01 19:30:00,con heridos,choque,calle 55 cra 4,1,1,,436,10.94473,-74.81402
437,2023-08-11,2023,11,wed,1900-01-01 09:00:00,con heridos,choque,carrera 18 con calle 45f,1,1,,437,10.96609,-74.80816
438,2023-09-01,2023,1,mon,1900-01-01 14:40:00,con heridos,choque,carrera 38 entre 81 y 84,1,1,,438,10.98435,-74.8071
439,2023-09-01,2023,1,mon,1900-01-01 06:20:00,con heridos,choque,calle 94 carrera 58,2,1,,439,11.01562,-74.82059
440,2023-09-01,2023,1,mon,1900-01-01 18:20:00,con heridos,atropello,carrera 51b con calle 87,1,1,,440,11.00738,-74.82069
441,2023-09-01,2023,1,mon,1900-01-01 19:30:00,con heridos,atropello,calle 30 carrera 41,1,1,,441,10.97851,-74.77604
442,2023-09-02,2023,2,thu,1900-01-01 15:00:00,con heridos,choque,calle 37 carrera 3b,2,1,,442,10.93941,-74.82134
443,2023-09-02,2023,2,thu,1900-01-01 08:00:00,con heridos,choque,via 40 con calle 75,2,1,,443,11.01317,-74.79379
444,2023-09-02,2023,2,thu,1900-01-01 22:20:00,con heridos,choque,calle 82 carrera 43,2,1,,444,10.99761,-74.81799
445,2023-09-02,2023,2,thu,1900-01-01 23:00:00,con heridos,choque,calle 72 carrera 34,1,1,,445,10.98223,-74.81228
446,2023-09-02,2023,2,thu,1900-01-01 11:40:00,con heridos,choque,calle 38 b carrera 14,2,1,,446,10.97634,-74.7769
447,2023-09-03,2023,3,thu,1900-01-01 15:00:00,con heridos,choque,carrera 8 calle 36,1,1,,447,10.98417,-74.82387
448,2023-09-03,2023,3,thu,1900-01-01 16:30:00,con heridos,choque,calle 37 carrera 22,1,1,,448,10.96217,-74.78716
449,2023-09-03,2023,3,thu,1900-01-01 10:00:00,con heridos,choque,calle 110 carrera 6,1,1,,449,10.94429,-74.80727
450,2023-09-03,2023,3,thu,1900-01-01 00:20:00,con heridos,choque,calle 45 carrera 38,2,1,,450,10.9798,-74.78698
451,2023-09-03,2023,3,thu,1900-01-01 12:40:00,con heridos,choque,carrera 38 calle 58,2,1,,451,10.92813,-74.79613
452,2023-09-04,2023,4,sun,1900-01-01 04:10:00,con heridos,choque,carrera 15 sur con calle 46,2,1,,452,10.96221,-74.80741
453,2023-09-04,2023,4,sun,1900-01-01 20:40:00,con heridos,choque,calle 53d #20b-43,1,1,,453,6.23256,-75.52903
454,2023-09-04,2023,4,sun,1900-01-01 10:40:00,con heridos,choque,carrera 38 calle 36,1,1,,454,10.97763,-74.78064
455,2023-09-04,2023,4,sun,1900-01-01 00:50:00,con heridos,otro,calle 10 con carrera 5 juan mina,1,1,,455,10.96535,-74.84249
456,2023-09-04,2023,4,sun,1900-01-01 12:53:00,con heridos,atropello,calle 108 con carrera 13 b,2,1,,456,11.03934,-74.82539
457,2023-09-05,2023,5,tue,1900-01-01 13:30:00,con heridos,choque,calle 70c carrera 24,1,1,,457,10.97269,-74.81058
458,2023-09-05,2023,5,tue,1900-01-01 08:00:00,con heridos,choque,calle 30 # 10 - 382,1,1,,458,39.52676,-0.48606
459,2023-09-05,2023,5,tue,1900-01-01 09:50:00,con heridos,atropello,calle 47 # 43 - 57,2,1,,459,18.87298,-96.92417
460,2023-09-05,2023,5,tue,1900-01-01 22:10:00,con heridos,choque,carrera 38 calle 6 y 8,1,1,,460,10.97634,-74.7769
461,2023-09-06,2023,6,fri,1900-01-01 16:10:00,con heridos,choque,carrera 24 con calle 38,1,1,,461,10.97634,-74.7769
462,2023-09-06,2023,6,fri,1900-01-01 07:00:00,con heridos,choque,calle 110 cra 39,1,1,,462,10.93624,-74.77733
463,2023-09-06,2023,6,fri,1900-01-01 20:50:00,con heridos,choque,carrera 38 calle 80,1,1,,463,10.98687,-74.82
464,2023-09-06,2023,6,fri,1900-01-01 23:20:00,con heridos,choque,calle 45 carrera 43,2,1,,464,10.98293,-74.78612
465,2023-09-06,2023,6,fri,1900-01-01 00:30:00,con heridos,choque,carrera 47 calle 75,1,1,,465,10.99684,-74.8085
466,2023-09-07,2023,7,sun,1900-01-01 04:50:00,con heridos,choque,carrera 38 calle 110,1,1,,466,10.97634,-74.7769
467,2023-09-07,2023,7,sun,1900-01-01 17:30:00,con heridos,choque,calle 91 carrera 3b,5,1,,467,10.93949,-74.82479
468,2023-09-07,2023,7,sun,1900-01-01 11:30:00,con heridos,choque,calle 65 cra 28,1,1,,468,10.977,-74.80575
469,2023-09-08,2023,8,wed,1900-01-01 16:30:00,con heridos,choque,carrera 44 calle 30,2,1,,469,10.93486,-74.78429
470,2023-09-08,2023,8,wed,1900-01-01 16:40:00,con muertos,choque,calle 110 # 2 sur - 47,0,1,1,470,21.27991,-89.67768
471,2023-09-08,2023,8,wed,1900-01-01 10:00:00,con heridos,choque,carrera 20 calle 60,1,1,,471,10.96608,-74.8035
472,2023-09-09,2023,9,sat,1900-01-01 14:00:00,con heridos,choque,avenida malecon entre calle 78 y 85,5,1,,472,10.99503,-74.82571
473,2023-09-09,2023,9,sat,1900-01-01 06:50:00,con heridos,choque,carrera 38 calle 56,1,1,,473,10.9821,-74.79548
474,2023-09-09,2023,9,sat,1900-01-01 07:30:00,con heridos,choque,calle 110 carrera 6p,2,1,,474,10.95128,-74.83437
475,2023-09-09,2023,9,sat,1900-01-01 21:10:00,con heridos,choque,calle 69 carrera 44,1,1,,475,10.9902,-74.8027
476,2023-09-09,2023,9,sat,1900-01-01 21:45:00,con heridos,choque,calle 30 cra 27,2,1,,476,10.97705,-74.83237
477,2023-09-09,2023,9,sat,1900-01-01 11:45:00,con heridos,choque,cra 14 calle 35b,1,1,,477,10.95208,-74.7902
478,2023-09-11,2023,11,thu,1900-01-01 13:00:00,con heridos,choque,calle 74 carrera 61,1,1,,478,11.004,-74.79715
479,2023-09-11,2023,11,thu,1900-01-01 13:30:00,con heridos,choque,calle 30 carrera 13c,1,1,,479,10.97636,-74.77736
480,2023-09-11,2023,11,thu,1900-01-01 06:00:00,con heridos,choque,calle 64 carrera 31,1,1,,480,10.979,-74.80383
481,2023-09-11,2023,11,thu,1900-01-01 07:30:00,con heridos,choque,calle 85 carrera 45,1,1,,481,11.00143,-74.82138
482,2023-09-11,2023,11,thu,1900-01-01 23:10:00,con heridos,choque,carrera 64 con calle 81,1,1,,482,11.01156,-74.80816
483,2023-09-11,2023,11,thu,1900-01-01 12:30:00,con heridos,choque,carrera 9g con calle 122,1,1,,483,10.9763,-74.84577
484,2023-10-01,2023,1,tue,1900-01-01 15:40:00,con heridos,choque,carrera 9g con calle 131,1,1,,484,10.95785,-74.82922
485,2023-10-01,2023,1,tue,1900-01-01 05:50:00,solo daños,choque,calle 84b # 41d-159,0,1,,485,11.0224,-74.80788
486,2023-10-01,2023,1,tue,1900-01-01 19:00:00,con heridos,choque,calle 61 # 41-97,2,1,,486,19.8424,-90.53743
487,2023-10-01,2023,1,tue,1900-01-01 19:30:00,con heridos,choque,carrera 23 con calle 61,2,1,,487,10.96995,-74.80361
488,2023-10-01,2023,1,tue,1900-01-01 07:40:00,con heridos,choque,calle 72 carrera 41b,7,1,,488,10.99006,-74.80798
489,2023-10-01,2023,1,tue,1900-01-01 23:00:00,con heridos,choque,carrera 47 calle 80,2,1,,489,10.99983,-74.81386
490,2023-10-02,2023,2,fri,1900-01-01 14:30:00,con heridos,choque,calle 60 cra 13b,1,1,,490,10.95977,-74.80708
491,2023-10-02,2023,2,fri,1900-01-01 14:30:00,con heridos,choque,calle 66b carrera 58,2,1,,491,11.00044,-74.78852
492,2023-10-02,2023,2,fri,1900-01-01 16:20:00,con heridos,choque,carrera 13 con 73b,1,1,,492,10.95386,-74.76737
493,2023-10-02,2023,2,fri,1900-01-01 08:30:00,con heridos,caida ocupante,calle 17 #18-41,1,1,,493,41.42565,1.95125
494,2023-10-02,2023,2,fri,1900-01-01 08:30:00,con heridos,choque,carrera 61 con calle 74,1,1,,494,10.95308,-74.8195
495,2023-10-02,2023,2,fri,1900-01-01 21:20:00,con heridos,atropello,calle 70 c con carrera 26b,1,1,,495,10.97579,-74.81019
496,2023-10-02,2023,2,fri,1900-01-01 10:50:00,con heridos,choque,calle 72 # 57-36,1,1,,496,20.9721,-89.6297
497,2023-10-02,2023,2,fri,1900-01-01 12:45:00,con heridos,choque,carrera 21 calle 40,1,1,,497,10.96066,-74.79067
498,2023-10-03,2023,3,fri,1900-01-01 19:00:00,con heridos,choque,calle 59 carrera 25,2,1,,498,10.97277,-74.80226
499,2023-10-03,2023,3,fri,1900-01-01 19:30:00,con heridos,choque,calle 14 #25-45,2,1,,499,39.60807,-0.56072
500,2023-10-03,2023,3,fri,1900-01-01 07:40:00,con heridos,choque,calle 108 con carrera 26a,4,1,,500,11.03934,-74.82539
501,2023-10-03,2023,3,fri,1900-01-01 07:50:00,con heridos,choque,carrera 21 con calle 31,1,1,,501,10.9594,-74.78611
502,2023-10-04,2023,4,mon,1900-01-01 16:40:00,con heridos,choque,avenida cordialidad carrera 16-134,1,1,,502,10.96856,-74.84244
503,2023-10-04,2023,4,mon,1900-01-01 18:40:00,con heridos,choque,calle 80 carrera 73,2,1,,503,11.01692,-74.8051
504,2023-10-04,2023,4,mon,1900-01-01 08:45:00,con heridos,choque,calle 30 carrera 28,1,1,,504,10.97645,-74.77756
505,2023-10-04,2023,4,mon,1900-01-01 11:20:00,con heridos,choque,carrera 41 calle 52,4,1,,505,10.98253,-74.79231
506,2023-10-04,2023,4,mon,1900-01-01 23:30:00,con heridos,choque,carrera 14 calle 38b,1,1,,506,10.95287,-74.79318
507,2023-10-05,2023,5,wed,1900-01-01 17:35:00,con heridos,choque,via 40 carrera 67,2,1,,507,11.00648,-74.78962
508,2023-10-05,2023,5,wed,1900-01-01 18:40:00,con heridos,choque,via 40 con calle 66,1,1,,508,11.02512,-74.8024
509,2023-10-05,2023,5,wed,1900-01-01 06:50:00,con heridos,atropello,calle 19 carrera 4,1,1,,509,10.94082,-74.77816
510,2023-10-06,2023,6,sat,1900-01-01 06:40:00,con heridos,choque,carrera 13 con calle 104,1,1,,510,10.96546,-74.8333
511,2023-10-06,2023,6,sat,1900-01-01 19:30:00,con heridos,choque,via 40 carrera 51,1,1,,511,10.99066,-74.77966
512,2023-10-06,2023,6,sat,1900-01-01 08:50:00,con heridos,choque,calle 110 carrera 13a,1,1,,512,10.96914,-74.83786
513,2023-10-06,2023,6,sat,1900-01-01 23:55:00,con heridos,choque,calle 114 con cra 42c,1,1,,513,10.96196,-74.83948
514,2023-10-07,2023,7,mon,1900-01-01 13:15:00,con heridos,choque,carrera 46 calle 42,1,1,,514,10.93418,-74.7867
515,2023-10-07,2023,7,mon,1900-01-01 17:15:00,con heridos,choque,calle 17 carrera 35,1,1,,515,10.97264,-74.77475
516,2023-10-07,2023,7,mon,1900-01-01 05:40:00,con heridos,choque,cra 38 con calle 50,1,1,,516,10.97634,-74.7769
517,2023-10-07,2023,7,mon,1900-01-01 18:15:00,con heridos,choque,carrera 21 calle 37,3,1,,517,10.95973,-74.78806
518,2023-10-07,2023,7,mon,1900-01-01 07:10:00,con heridos,choque,calle 51b con carrera 15 sur,2,1,,518,10.96221,-74.80741
519,2023-10-07,2023,7,mon,1900-01-01 07:15:00,con heridos,choque,carrera 43 con calle 67,1,1,,519,10.98853,-74.80152
520,2023-10-07,2023,7,mon,1900-01-01 07:40:00,con heridos,choque,av. circunvalar cra 4 sur,1,1,,520,10.84411,-74.7734
521,2023-10-07,2023,7,mon,1900-01-01 09:30:00,con heridos,choque,carrera 8 calle 38b,1,1,,521,10.94593,-74.79412
522,2023-10-07,2023,7,mon,1900-01-01 22:30:00,con heridos,atropello,carrera 15 sur calle 78,1,1,,522,10.96221,-74.80741
523,2023-10-08,2023,8,thu,1900-01-01 13:20:00,con heridos,choque,calle 61 carrera 45,1,1,,523,10.98961,-74.79664
524,2023-10-08,2023,8,thu,1900-01-01 15:40:00,con heridos,choque,cra 52 # 98,1,1,,524,4.57761,-74.1627
525,2023-10-08,2023,8,thu,1900-01-01 04:10:00,con heridos,atropello,calkle 8 con carrera 37,2,1,,525,10.97989,-74.7884
526,2023-10-08,2023,8,thu,1900-01-01 19:40:00,con heridos,choque,carrera 23 calle 53c,1,1,,526,10.96949,-74.7986
527,2023-10-08,2023,8,thu,1900-01-01 20:15:00,con heridos,atropello,calle 76 carrera 6f,2,1,,527,10.94835,-74.82179
528,2023-10-08,2023,8,thu,1900-01-01 09:50:00,con heridos,atropello,carrera 53 #61-35,1,1,,528,4.64851,-74.0877
529,2023-10-09,2023,9,sun,1900-01-01 13:20:00,con heridos,choque,calle 68 carrera 69,1,1,,529,11.00454,-74.79084
530,2023-10-09,2023,9,sun,1900-01-01 21:16:00,con heridos,choque,carrera 38 calle 54,1,1,,530,10.92713,-74.7917
531,2023-10-09,2023,9,sun,1900-01-01 21:25:00,con heridos,choque,calle 45 carrera 43,1,1,,531,10.98293,-74.78612
532,2023-10-09,2023,9,sun,1900-01-01 10:30:00,con heridos,choque,calle 84 carrera 49c,2,1,,532,11.00309,-74.81842
533,2023-10-10,2023,10,tue,1900-01-01 16:20:00,con heridos,choque,calle 84 carrera 68,1,1,,533,11.0145,-74.80923
534,2023-10-10,2023,10,tue,1900-01-01 17:00:00,con muertos,choque,calle 110 cra 46,0,1,1,534,11.00057,-74.81636
535,2023-10-10,2023,10,tue,1900-01-01 18:48:00,con muertos,choque,puente laureano gomez km 1,0,1,1,535,10.94649,-74.76666
536,2023-10-10,2023,10,tue,1900-01-01 20:30:00,con heridos,choque,calle 110 carrera 6,3,1,,536,10.94429,-74.80727
537,2023-10-10,2023,10,tue,1900-01-01 09:20:00,con heridos,choque,carrera 1e calle 47,1,1,,537,10.93325,-74.8034
538,2023-10-11,2023,11,fri,1900-01-01 13:20:00,con heridos,choque,calle 80 carrera 51b,1,1,,538,11.00389,-74.81273
539,2023-10-11,2023,11,fri,1900-01-01 13:40:00,con heridos,caida ocupante,calle 72 carrera 53,1,1,,539,10.99829,-74.80247
540,2023-10-11,2023,11,fri,1900-01-01 14:35:00,con heridos,choque,calle 110 #20-55,2,1,,540,21.27991,-89.67768
541,2023-10-11,2023,11,fri,1900-01-01 17:00:00,con heridos,atropello,carrera 51 3 82-110,1,1,,541,10.98905,-74.7691
542,2023-10-11,2023,11,fri,1900-01-01 10:30:00,con heridos,choque,calle 30 cra 28,1,1,,542,10.97645,-74.77756
543,2023-10-11,2023,11,fri,1900-01-01 11:10:00,con heridos,choque,carrera 9d con calle 53,1,1,,543,10.95236,-74.80708
544,2023-11-01,2023,1,wed,1900-01-01 13:10:00,con heridos,choque,calle 100 cra 23a,1,1,,544,10.97146,-74.83178
545,2023-11-01,2023,1,wed,1900-01-01 16:50:00,con heridos,choque,calle 31 con carrera 21,1,1,,545,10.9594,-74.78611
546,2023-11-01,2023,1,wed,1900-01-01 07:20:00,con heridos,choque,carrera 27 con calle 64,1,1,,546,10.97597,-74.8054
547,2023-11-01,2023,1,wed,1900-01-01 12:35:00,con heridos,choque,carrera 81 con calle 82,2,1,,547,10.98396,-74.82461
548,2023-11-01,2023,1,wed,1900-01-01 12:55:00,con heridos,choque,calle 82 cra 45,2,1,,548,10.99988,-74.81708
549,2023-11-02,2023,2,sat,1900-01-01 05:00:00,solo daños,choque,carrera 44 #80 226,0,1,,549,9.26379,-74.78063
550,2023-11-02,2023,2,sat,1900-01-01 05:20:00,con heridos,choque,carrera 46 con calle 30,3,1,,550,10.97636,-74.77736
551,2023-11-02,2023,2,sat,1900-01-01 06:10:00,con heridos,choque,carrera 38 calle 68b,1,1,,551,10.98354,-74.80409
552,2023-11-02,2023,2,sat,1900-01-01 21:00:00,con heridos,choque,calle 30 con carrera 13c,2,1,,552,10.97636,-74.77736
553,2023-11-02,2023,2,sat,1900-01-01 11:30:00,con muertos,atropello,calle 19 carrera 1 d,0,1,1,553,10.96695,-74.80776
554,2023-11-03,2023,3,sat,1900-01-01 16:00:00,con heridos,choque,calle 47b con carrera 11a sur,2,1,,554,10.9604,-74.84177
555,2023-11-03,2023,3,sat,1900-01-01 16:30:00,con heridos,choque,calle 110 carrera 6,1,1,,555,10.94429,-74.80727
556,2023-11-03,2023,3,sat,1900-01-01 16:44:00,solo daños,choque,carrera 7 con calle 43,0,1,,556,10.94147,-74.79807
557,2023-11-03,2023,3,sat,1900-01-01 17:21:00,con heridos,choque,calle 51 carrera 10b,1,1,,557,10.95295,-74.80424
558,2023-11-03,2023,3,sat,1900-01-01 18:10:00,con heridos,choque,carrera 25 con calle 64,1,1,,558,10.97687,-74.84657
559,2023-11-03,2023,3,sat,1900-01-01 07:40:00,con heridos,choque,via 40 con calle 68,1,1,,559,11.00535,-74.78932
560,2023-11-03,2023,3,sat,1900-01-01 08:00:00,con heridos,caida ocupante,calle 30 carrera 43,1,1,,560,10.93809,-74.77477
561,2023-11-03,2023,3,sat,1900-01-01 21:40:00,con heridos,choque,calle 51b con carrera 7e,2,1,,561,10.95074,-74.81466
562,2023-11-04,2023,4,tue,1900-01-01 07:00:00,con heridos,choque,calle 85 carrera 42g,2,1,,562,10.99777,-74.82327
563,2023-11-04,2023,4,tue,1900-01-01 21:20:00,con heridos,choque,carrera 44 calle 69,2,1,,563,10.9902,-74.8027
564,2023-11-04,2023,4,tue,1900-01-01 12:15:00,con heridos,choque,carrera 59b # 90,1,1,,564,11.01223,-74.81359
565,2023-11-04,2023,4,tue,1900-01-01 12:50:00,con heridos,choque,cra 64e calle 91,1,1,,565,11.01804,-74.81571
566,2023-11-05,2023,5,thu,1900-01-01 13:10:00,con heridos,volcamiento,carrera 46 calle 110,2,1,,566,10.97426,-74.83621
567,2023-11-05,2023,5,thu,1900-01-01 17:00:00,con heridos,choque,calle 30 carrera 26,1,1,,567,10.97634,-74.7769
568,2023-11-05,2023,5,thu,1900-01-01 08:00:00,con heridos,choque,calle 80 con carrera 39b,1,1,,568,10.98805,-74.8208
569,2023-11-05,2023,5,thu,1900-01-01 22:05:00,con heridos,atropello,calle 19 con carrera 5,1,1,,569,10.96567,-74.80381
570,2023-11-06,2023,6,sun,1900-01-01 03:02:00,con heridos,choque,calle 53d con carrera 21a,2,1,,570,10.96822,-74.80026
571,2023-11-06,2023,6,sun,1900-01-01 04:00:00,con heridos,atropello,calle 110 con carrera 13,2,1,,571,10.96835,-74.83805
572,2023-11-06,2023,6,sun,1900-01-01 05:00:00,con heridos,choque,calle 43 carrera 40,1,1,,572,10.98071,-74.78469
573,2023-11-06,2023,6,sun,1900-01-01 22:00:00,con heridos,choque,calle 76 # 86 - 12,1,1,,573,5.57351,-73.33346
574,2023-11-06,2023,6,sun,1900-01-01 23:40:00,con heridos,choque,avenida circunvalar carrera 9d,2,1,,574,10.93228,-74.78201
575,2023-11-07,2023,7,tue,1900-01-01 15:00:00,con heridos,choque,calle 110 carrera 43,1,1,,575,10.99217,-74.80805
576,2023-11-07,2023,7,tue,1900-01-01 16:30:00,con heridos,choque,carrera 18 calle 46,1,1,,576,10.96007,-74.79924
577,2023-11-07,2023,7,tue,1900-01-01 17:20:00,con heridos,choque,calle 30 carrera 45,2,1,,577,10.93931,-74.7743
578,2023-11-07,2023,7,tue,1900-01-01 08:50:00,con heridos,atropello,calle 45 carrera 25-02,2,1,,578,10.97675,-74.84664
579,2023-11-08,2023,8,fri,1900-01-01 03:30:00,con heridos,choque,calle 17 carrera 23,1,1,,579,10.9606,-74.77486
580,2023-11-08,2023,8,fri,1900-01-01 16:05:00,con heridos,choque,via la playa - colegio pies descalzos,1,1,,580,11.01653,-74.85942
581,2023-11-08,2023,8,fri,1900-01-01 07:00:00,con heridos,choque,calle 36b cra 11,1,1,,581,10.95097,-74.79122
582,2023-11-08,2023,8,fri,1900-01-01 07:20:00,con heridos,choque,carrera 15 sur con calle 71,1,1,,582,10.96221,-74.80741
583,2023-11-08,2023,8,fri,1900-01-01 08:00:00,con heridos,choque,via 40 con 76,4,1,,583,11.0153,-74.79455
584,2023-11-08,2023,8,fri,1900-01-01 09:20:00,con heridos,choque,carrera 43 calle 69,1,1,,584,10.98934,-74.80301
585,2023-11-08,2023,8,fri,1900-01-01 12:30:00,con heridos,choque,av. cordialidad con calle 89,1,1,,585,10.93401,-74.82351
586,2023-11-09,2023,9,mon,1900-01-01 17:30:00,con heridos,atropello,calle 76 con carrera 8,1,1,,586,10.95227,-74.82175
587,2023-11-09,2023,9,mon,1900-01-01 20:45:00,con heridos,choque,calle 85 carrera 57,2,1,,587,11.01015,-74.81511
588,2023-11-10,2023,10,wed,1900-01-01 06:00:00,con heridos,atropello,calle 73 #via 40-350,1,1,,588,20.91949,-89.57867
589,2023-11-10,2023,10,wed,1900-01-01 19:00:00,con heridos,choque,calle 110 carrera 44,1,1,,589,10.99082,-74.80359
590,2023-11-10,2023,10,wed,1900-01-01 10:00:00,con heridos,caida ocupante,carrera 54 # 74-134,1,1,,590,4.72568,-74.05727
591,2023-11-10,2023,10,wed,1900-01-01 10:40:00,con heridos,choque,calle 68 carrera 29,1,1,,591,10.97835,-74.80587
592,2023-11-11,2023,11,sat,1900-01-01 16:30:00,con heridos,choque,calle 40 carrera 17,1,1,,592,10.95477,-74.79322
593,2023-11-11,2023,11,sat,1900-01-01 18:40:00,con heridos,choque,via 40 carrera 50,2,1,,593,10.98979,-74.7792
594,2023-11-11,2023,11,sat,1900-01-01 07:40:00,con heridos,choque,carrera 39 calle 34,1,1,,594,10.97808,-74.77897
595,2023-11-11,2023,11,sat,1900-01-01 08:20:00,con heridos,choque,carrera 43 calle 63,1,1,,595,10.98683,-74.79835
