Latitud,Longitud
4.625573,-74.1001928
4.625573,-74.1001928
4.625573,-74.1001928
,
10.9989125,-74.8166024
,
8.985835,-79.514105
8.985835,-79.514105
,
10.9857315,-74.7769683
10.9857315,-74.7769683
10.9993076,-74.80863710000001
10.9993076,-74.80863710000001
10.928672,-74.8147471
3.419266,-76.5634227
3.419266,-76.5634227
,
,
6.2819622,-75.5624648
,
,
11.0109828,-74.8109676
11.0109828,-74.8109676
11.004006,-74.7971831
11.004006,-74.7971831
,
,
10.9474349,-74.7826127
10.9474349,-74.7826127
,
,
4.8523729,-74.26171409999999
4.8523729,-74.26171409999999
4.8523729,-74.26171409999999
4.8523729,-74.26171409999999
,
,
4.6947594,-74.0878288
4.6947594,-74.0878288
4.6947594,-74.0878288
,
,
6.2321288,-75.5614018
6.2321288,-75.5614018
10.9850808,-74.8228613
10.9850808,-74.8228613
10.9856434,-74.8126623
10.9856434,-74.8126623
,
,
11.0202501,-74.83917610000002
11.0202501,-74.83917610000002
11.0202501,-74.83917610000002
11.0202501,-74.83917610000002
,
,
10.3932277,-75.4832311
10.3932277,-75.4832311
10.9472125,-74.8334642
10.9472125,-74.8334642
4.6321366,-74.0606555
10.9487976,-74.8338436
4.6322594,-74.0606153
10.9226828,-74.81463219999999
10.9226828,-74.81463219999999
10.9241618,-74.8194184
10.9241618,-74.8194184
4.6321366,-74.0606555
10.995709,-74.8391889
10.995709,-74.8391889
4.6321366,-74.0606555
4.6321366,-74.0606555
10.9474791,-74.8164926
10.9474791,-74.8164926
-11.9372833,-77.0799236
-11.9372833,-77.0799236
,
,
,
,
4.637732,-74.065503
4.637732,-74.065503
4.637732,-74.065503
,
,
,
,
,
,
,
,
,
,
,
,
4.4349637,-75.2355676
,
4.722377499999999,-74.05450929999999
4.722377499999999,-74.05450929999999
,
,
,
-11.8704028,-77.1182202
-11.8704028,-77.1182202
,
-11.8704028,-77.1182202
-11.8704028,-77.1182202
,
,
,
,
10.948968,-74.78531989999999
10.948968,-74.78531989999999
10.963379,-74.783424
10.9750155,-74.7779005
10.9761797,-74.7772688
10.9761797,-74.7772688
10.9908161,-74.8056504
